origin,dest,route,type,area,altitude,aircraft,direction,dep_artcc,arr_artcc,origin_tracon,dest_tracon
TIJ,KCMA,"TIJ OCN V23 SLI ELMOO V186 FIM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAX E)",PQ60,,SANP33,,ZLA,,NTD
TIJ,KCMA,"TIJ MZB V25 PACIF V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAXE)",J100M80,,SANP34,,ZLA,,NTD
TIJ,KCMA,"TIJ OCN V23 POPPR SMO GINNA",TEC,"CRQ MYF NFG NRS NKX NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",PQ60,,SANP31,,ZLA,,NTD
TIJ,KCMA,"TIJ PEBLE AVOLS V27 SXC V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32,,ZLA,,NTD
TIJ,KCMA,"TIJ CWARD2 CWARD AVOLS V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32R,,ZLA,,NTD
TIJ,KCNO,"TIJ OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AJO CNO L65 ONT RAL",PQ60,,SANP19,,ZLA,,SCT
TIJ,KCNO,"TIJ V186 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CNO AJO RAL RIR",JM100,,SANP21,,ZLA,,SCT
TIJ,KEMT,"TIJ OCN V23 DANAH V363 POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",PQ60,,SANP23,,ZLA,,SCT
TIJ,KEMT,"TIJ PEBLE POXKU POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",J100M80,,SANP24,,ZLA,,SCT
TIJ,KFUL,"TIJ OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",PQ60,,SANP3,,ZLA,,SCT
TIJ,KFUL,"TIJ PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4,,ZLA,,SCT
TIJ,KFUL,"TIJ CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4R,,ZLA,,SCT
TIJ,KHHR,"TIJ OCN V23 SLI WELLZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO HHR (RWY25)",PQ60,,SANP7,,ZLA,,SCT
TIJ,KHHR,"TIJ PEBLE SLI WELLZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO HHR (RWY25)",J100M80,,SANP8,,ZLA,,SCT
TIJ,KHHR,"TIJ CWARD2 SLI WELLZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO HHR (RWY25)",J100M80,,SANP8R,,ZLA,,SCT
TIJ,KHMT,"TIJ OCN V23 DANAH V363 POXKU V8 PDZ V186 NIKKL HUMAN",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO HMT",PQ60,,SANP25,,ZLA,,RIV
TIJ,KHMT,"TIJ DEGLE V186 WESIN",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO HMT",JM100,,SANP26,,ZLA,,RIV
TIJ,KLAX,"TIJ OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX",PQ60,,SANP3,,ZLA,,SCT
TIJ,KLAX,"TIJ PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX",J100M80,,SANP4A,,ZLA,,SCT
TIJ,KLAX,"TIJ OCN V23 SLI V8 TANDY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX (LAXE)",PQ60,,SANP5,,ZLA,,SCT
TIJ,KLAX,"TIJ PEBLE SHHOW INISH TANDY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX (LAXE)",J100M80,,SANP6,,ZLA,,SCT
TIJ,KLAX,"TIJ CWARD2 CWARD AVOLS SXC TANDY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX (LAXE)",J100M80,,SANP6R,,ZLA,,SCT
TIJ,KLAX,"TIJ CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX",J100M80,,SANP4R,,ZLA,,SCT
TIJ,KLGB,"TIJ OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",PQ60,,SANP3,,ZLA,,SCT
TIJ,KLGB,"TIJ PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4,,ZLA,,SCT
TIJ,KLGB,"TIJ CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4R,,ZLA,,SCT
TIJ,KNTD,"TIJ OCN V23 SLI ELMOO V186 FIM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAX E)",PQ60,,SANP33,,ZLA,,NTD
TIJ,KNTD,"TIJ MZB V25 PACIF V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAXE)",J100M80,,SANP34,,ZLA,,NTD
TIJ,KNTD,"TIJ OCN V23 POPPR SMO GINNA",TEC,"CRQ MYF NFG NRS NKX NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",PQ60,,SANP31,,ZLA,,NTD
TIJ,KNTD,"TIJ PEBLE AVOLS V27 SXC V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32,,ZLA,,NTD
TIJ,KONT,"TIJ OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AJO CNO L65 ONT RAL",PQ60,,SANP19,,ZLA,,SCT
TIJ,KONT,"TIJ V186 TANNR HDF PETIS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO ONT SBD",JM100,,SANP20,,ZLA,,SCT
TIJ,KOXR,"TIJ OCN V23 SLI ELMOO V186 FIM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAX E)",PQ60,,SANP33,,ZLA,,NTD
TIJ,KOXR,"TIJ MZB V25 PACIF V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAXE)",J100M80,,SANP34,,ZLA,,NTD
TIJ,KOXR,"TIJ OCN V23 POPPR SMO GINNA",TEC,"CRQ MYF NFG NRS NKX NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",PQ60,,SANP31,,ZLA,,NTD
TIJ,KOXR,"TIJ PEBLE AVOLS V27 SXC V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32,,ZLA,,NTD
TIJ,KOXR,"TIJ CWARD2 CWARD AVOLS V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32R,,ZLA,,NTD
TIJ,KPOC,"TIJ OCN V23 DANAH V363 POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",PQ60,,SANP23,,ZLA,,SCT
TIJ,KPOC,"TIJ PEBLE POXKU POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",J100M80,,SANP24,,ZLA,,SCT
TIJ,KRAL,"TIJ OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AJO CNO L65 ONT RAL",PQ60,,SANP19,,ZLA,,SCT
TIJ,KRAL,"TIJ V186 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CNO AJO RAL RIR",JM100,,SANP21,,ZLA,,SCT
TIJ,KREI,"TIJ OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO REI RIR RIV SBD",PQ60,,SANP19,,ZLA,,SCT
TIJ,KREI,"TIJ V186 TANNR HDF",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO L65 REI RIV",JM100,,SANP22,,ZLA,,SCT
TIJ,KRIR,"TIJ OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO REI RIR RIV SBD",PQ60,,SANP19,,ZLA,,SCT
TIJ,KRIR,"TIJ V186 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CNO AJO RAL RIR",JM100,,SANP21,,ZLA,,SCT
TIJ,KRIV,"TIJ OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO REI RIR RIV SBD",PQ60,,SANP19,,ZLA,,RIV
TIJ,KRIV,"TIJ V186 TANNR HDF",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO L65 REI RIV",JM100,,SANP22,,ZLA,,RIV
TIJ,KSBA,"TIJ OCN V23 LAX V299 VTU KWANG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SBA",PQ60,,SANP35,,ZLA,,SBA
TIJ,KSBA,"TIJ PEBLE AVOLS V27 SXC V208 VTU KWANG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SBA",J100M80,,SANP36,,ZLA,,SBA
TIJ,KSBA,"TIJ OCN V23 DANAH V363 BAYJY V186 DEANO V27 KWANG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SBA (LAXE)",PQ60,,SANP37,,ZLA,,SBA
TIJ,KSBA,"TIJ CWARD2 CWARD AVOLS V208 VTU KWANG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SBA",J100M80,,SANP36R,,ZLA,,SBA
TIJ,KSBD,"TIJ OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO REI RIR RIV SBD",PQ60,,SANP19,,ZLA,,SCT
TIJ,KSBD,"TIJ V186 TANNR HDF PETIS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO ONT SBD",JM100,,SANP20,,ZLA,,SCT
TIJ,KSLI,"TIJ OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",PQ60,,SANP3,,ZLA,,SCT
TIJ,KSLI,"TIJ PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4,,ZLA,,SCT
TIJ,KSLI,"TIJ CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4R,,ZLA,,SCT
TIJ,KSMO,"TIJ OCN V23 DANAH V363 BAYJY V186 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO",PQ60,,SANP9,,ZLA,,SCT
TIJ,KSMO,"TIJ PEBLE SLI V459 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO",J100M80,,SANP10,,ZLA,,SCT
TIJ,KSMO,"TIJ OCN V23 SLI ELMOO V186 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO (LAX E)",PQ60,,SANP11,,ZLA,,SCT
TIJ,KSMO,"TIJ PEBLE SLI ELMOO V186 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO (LAX E)",J100M80,,SANP12,,ZLA,,SCT
TIJ,KSMO,"TIJ CWARD2 SLI V459 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO",J100M80,,SANP10R,,ZLA,,SCT
TIJ,KSMO,"TIJ CWARD2 SLI ELMOO V186 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO (LAX E)",J100M80,,SANP12R,,ZLA,,SCT
TIJ,KSNA,"TIJ OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",PQ60,,SANP3,,ZLA,,SCT
TIJ,KSNA,"TIJ PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4,,ZLA,,SCT
TIJ,KSNA,"TIJ CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4R,,ZLA,,SCT
TIJ,KTOA,"TIJ OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",PQ60,,SANP3,,ZLA,,SCT
TIJ,KTOA,"TIJ PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4,,ZLA,,SCT
TIJ,KTOA,"TIJ CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4R,,ZLA,,SCT
TIJ,KVNY,"TIJ OCN V23 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E )",PQ60,,SANP17,,ZLA,,SCT
TIJ,KVNY,"TIJ PEBLE SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18,,ZLA,,SCT
TIJ,KVNY,"TIJ OCN V23 POPPR SMO SMO317/014 CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",PQ60,,SANP15,,ZLA,,SCT
TIJ,KVNY,"TIJ PEBLE SLI V23 LAX CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",J100M80,,SANP16,,ZLA,,SCT
TIJ,KVNY,"TIJ CWARD2 LAX CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",J100M80,,SANP16R,,ZLA,,SCT
TIJ,KVNY,"TIJ CWARD2 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18R,,ZLA,,SCT
TIJ,KWHP,"TIJ OCN V23 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E )",PQ60,,SANP17,,ZLA,,SCT
TIJ,KWHP,"TIJ PEBLE SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18,,ZLA,,SCT
TIJ,KWHP,"TIJ OCN V23 POPPR SMO SMO317/014 CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",PQ60,,SANP15,,ZLA,,SCT
TIJ,KWHP,"TIJ PEBLE SLI V23 LAX CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",J100M80,,SANP16,,ZLA,,SCT
TIJ,KWHP,"TIJ CWARD2 LAX CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",J100M80,,SANP16R,,ZLA,,SCT
TIJ,KWHP,"TIJ CWARD2 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18R,,ZLA,,SCT
TIJ,L65,"TIJ OCN V23 DANAH V363 POXKU V8 PDZ L65",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AJO CNO L65 ONT RAL",PQ60,,SANP19,,ZLA,,
TIJ,L65,"TIJ V186 TANNR HDF L65",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO L65 REI RIV",JM100,,SANP22,,ZLA,,
TJSJ,CYOW,"DONQU LUCTI L454 OKONU Y484 JFK SYR ART DEANS-STAR",H,,,,,ZSU,ZUL,SJU,
TJSJ,CYOW,"DONQU LAMER L453 SAUCR Y485 YAALE Y484 JFK SYR ART DEANS-STAR",H,,,,,ZSU,ZUL,SJU,
TJSJ,CYOW,"DONQU LNHOM L452 OXANA AR8 ECG THEOO AML Q227 STUBN SYR ART DEANS-STAR",H,,,,,ZSU,ZUL,SJU,
TJSJ,CYOW,"DONQU LETON L451 JAINS CLOWR GARIC Q129 THEOO AML Q227 STUBN SYR ART DEANS-STAR",H,,,,"DEEP OCEAN",ZSU,ZUL,SJU,
TJSJ,CYOW,"DONQU Y185 RENAH Y355 NUCAR Y307 JAZZI GARIC Q129 THEOO AML Q227 STUBN SYR ART DEANS-STAR",H,,,,"DEEP OCEAN",ZSU,ZUL,SJU,
TJSJ,CYUL,"DONQU LETON L451 JAINS CLOWR WAALT Q131 EARZZ JAMIE Q133 PBERG CARTER-STAR",H,,,,"DEEP OCEAN",ZSU,ZUL,SJU,
TJSJ,CYUL,"DONQU Y185 RENAH Y355 NUCAR Y307 JAZZI WAALT Q131 EARZZ JAMIE Q133 PBERG CARTER-STAR",H,,,,"DEEP OCEAN",ZSU,ZUL,SJU,
TJSJ,CYWG,"DONQU LNHOM L452 OXANA AR8 ECG IIU J89 DLH NORAK NORAK-STAR",H,,,,,ZSU,ZWG,SJU,
TJSJ,CYWG,"DONQU LETON L451 JAINS Y436 DEDDY QUIWE VXV J99 IIU J89 DLH NORAK NORAK-STAR",H,,,,,ZSU,ZWG,SJU,
TJSJ,CYWG,"DONQU Y185 RENAH Y355 NUCAR Y307 JAZZI DIZNY Y436 DEDDY QUIWE VXV J99 IIU J89 DLH NORAK NORAK-STAR",H,,,,,ZSU,ZWG,SJU,
TJSJ,CYYZ,"DONQU LETON L451 JAINS CLOWR GARIC Q129 PYTON WOZEE LINNG-STAR",H,,,,,ZSU,ZYZ,SJU,
TJSJ,CYYZ,"DONQU Y185 RENAH Y355 NUCAR Y307 JAZZI GARIC Q129 PYTON WOZEE LINNG-STAR",H,,,,,ZSU,ZYZ,SJU,
TJSJ,KACY,"DONQU LETON L451 JAINS Y327 SKARP Q101 KALDA ZJAAY RADDS SIE",H,,,,"DEEP OCEAN",ZSU,ZDC,SJU,ACY
TJSJ,KACY,"DONQU LNHOM L452 OXANA AR8 ECG KALDA ZJAAY RADDS SIE",H,,,,"DEEP OCEAN",ZSU,ZDC,SJU,ACY
TJSJ,KACY,"DONQU Y185 RENAH Y355 NUCAR Y307 CARPX Y323 RROOO PRTHR Y327 SKARP Q101 KALDA ZJAAY RADDS SIE",H,,,,"DEEP OCEAN",ZSU,ZDC,SJU,ACY
TJSJ,KATL,"SAPPO Y280 OCTAL Q77 SHRKS LAIRI LARZZ SITTH3",H,,,,"ATL EAST OPERATION",ZSU,ZTL,SJU,A80
TJSJ,KATL,"SAPPO Y280 OCTAL Q77 SHRKS LAIRI LARZZ JJEDI4",H,,,,"ATL WEST OPERATION",ZSU,ZTL,SJU,A80
TJSJ,KBDL,"DONQU LUCTI L454 OKONU Y484 JFK DPK DPK3",H,"TO BAF.BDL.CEF",,,"DEEP OCEAN",ZSU,ZBW,SJU,Y90
TJSJ,KBDL,"DONQU LAMER L453 SAUCR Y485 YAALE Y484 JFK DPK DPK3",H,"TO BAF.BDL.CEF",,,"DEEP OCEAN",ZSU,ZBW,SJU,Y90
TJSJ,KBDL,"DONQU LNHOM L452 OXANA AR8 ECG JAMIE Q481 DPK DPK3",H,"TO BAF.BDL.CEF",,,"DEEP OCEAN",ZSU,ZBW,SJU,Y90
TJSJ,KBDL,"DONQU LETON L451 JAINS CLOWR WAALT Q131 EARZZ JAMIE Q481 DPK DPK3",H,"TO BAF.BDL.CEF",,,"DEEP OCEAN",ZSU,ZBW,SJU,Y90
TJSJ,KBDL,"DONQU Y185 RENAH Y355 NUCAR Y307 JAZZI WAALT Q131 EARZZ JAMIE Q481 DPK DPK3",H,"TO BAF.BDL.CEF",,,"DEEP OCEAN",ZSU,ZBW,SJU,Y90
TJSJ,KBED,"DONQU LUCTI L454 OKONU Y484 OWENZ ORCHA YANTC DREEM3",H,"TO BED. BVY. LWM",,"RNAV 1 - DME/DME/IRU OR GPS",,ZSU,ZBW,SJU,A90
TJSJ,KBED,"DONQU LAMER L453 SAUCR Y485 YAALE Y484 OWENZ ORCHA YANTC DREEM3",H,"TO BED. BVY. LWM",,"RNAV 1 - DME/DME/IRU OR GPS",,ZSU,ZBW,SJU,A90
TJSJ,KBED,"DONQU LNHOM L452 OXANA AR8 ECG KALDA Q97 HEADI YANTC DREEM3",H,"TO BED.BVY.LWM",,"RNAV 1 - DME/DME/IRU OR GPS","DEEP OCEAN",ZSU,ZBW,SJU,A90
TJSJ,KBED,"DONQU LETON L451 JAINS CLOWR SAGGY CHIEZ Q161 KALDA Q97 HEADI YANTC DREEM3",H,"TO BED.BVY.LWM",,"RNAV 1 - DME/DME/IRU OR GPS","DEEP OCEAN",ZSU,ZBW,SJU,A90
TJSJ,KBED,"DONQU Y185 RENAH Y355 NUCAR Y307 JAZZI SAGGY CHIEZ Q161 KALDA Q97 HEADI YANTC DREEM3",H,"TO BED.BVY.LWM",,"RNAV 1 - DME/DME/IRU OR GPS","DEEP OCEAN",ZSU,ZBW,SJU,A90
TJSJ,KBWI,"DONQU LNHOM L452 OXANA AR8 ECG THHMP RAVNN8",H,,,,,ZSU,ZDC,SJU,PCT
TJSJ,KBWI,"DONQU LETON L451 JAINS CLOWR GARIC ZORDO Q111 RUKRR THHMP RAVNN8",H,"TO BWI.DMW.MTN",,,"DEEP OCEAN",ZSU,ZDC,SJU,PCT
TJSJ,KBWI,"DONQU Y185 RENAH Y355 NUCAR Y307 JAZZI GARIC ZORDO Q111 RUKRR THHMP RAVNN8",H,"TO BWI.DMW.MTN",,,"DEEP OCEAN",ZSU,ZDC,SJU,PCT
TJSJ,KCLE,"DONQU LNHOM L452 OXANA AR8 ECG HVQ JANYS ROLLN2",H,,,,,ZSU,ZOB,SJU,CLE
TJSJ,KCLE,"DONQU LETON L451 JAINS Y436 DEDDY SCAMS HVQ JANYS ROLLN2",H,,,,,ZSU,ZOB,SJU,CLE
TJSJ,KCLE,"DONQU Y185 RENAH Y355 NUCAR Y307 JAZZI DIZNY Y436 DEDDY SCAMS HVQ JANYS ROLLN2",H,,,,,ZSU,ZOB,SJU,CLE
TJSJ,KCLT,"DONQU LETON L451 JAINS Y436 PITRW STOCR4",H,,,,,ZSU,ZTL,SJU,CLT
TJSJ,KCLT,"DONQU Y185 RENAH Y355 NUCAR Y307 JAZZI DIZNY Y436 PITRW STOCR4",H,,,,,ZSU,ZTL,SJU,CLT
TJSJ,KCVG,"DONQU LNHOM L452 OXANA AR8 ECG VXV JAKIE7",H,"TO CVG. HAO. LUK I69",,"RNAV 1 - DME/DME/IRU OR GPS",,ZSU,ZID,SJU,CVG
TJSJ,KCVG,"DONQU LETON L451 JAINS Y436 DEDDY QUIWE BENBY CUBIM JAKIE7",H,"TO CVG. HAO. LUK I69",,"RNAV 1 - DME/DME/IRU OR GPS",,ZSU,ZID,SJU,CVG
TJSJ,KCVG,"DONQU Y185 RENAH Y355 NUCAR Y307 JAZZI DIZNY Y436 DEDDY QUIWE BENBY CUBIM JAKIE7",H,"TO CVG. HAO. LUK I69",,"RNAV 1 - DME/DME/IRU OR GPS",,ZSU,ZID,SJU,CVG
TJSJ,KDAY,"DONQU LNHOM L452 OXANA AR8 ECG MOL J24 FLM",H,,,,,ZSU,ZID,SJU,CMH
TJSJ,KDAY,"DONQU LETON L451 JAINS Y436 DEDDY QUIWE Q93 OCASE FLM",H,,,,,ZSU,ZID,SJU,CMH
TJSJ,KDAY,"DONQU Y185 RENAH Y355 NUCAR Y307 JAZZI DIZNY Y436 DEDDY QUIWE Q93 OCASE FLM",H,,,,,ZSU,ZID,SJU,CMH
TJSJ,KDCA,"DONQU LNHOM L452 OXANA AR8 ECG WAVES CAPSS4",H,,,"JETS: RNAV 1 - DME/DME/IRU OR GPS","DEEP OCEAN",ZSU,ZDC,SJU,PCT
TJSJ,KDCA,"DONQU LETON L451 JAINS CLOWR GARIC RANAY TANJA WAVES CAPSS4",H,,,"JETS: RNAV 1 - DME/DME/IRU OR GPS","DEEP OCEAN",ZSU,ZDC,SJU,PCT
TJSJ,KDCA,"DONQU Y185 RENAH Y355 NUCAR Y307 JAZZI GARIC RANAY TANJA WAVES CAPSS4",H,,,"JETS: RNAV 1 - DME/DME/IRU OR GPS","DEEP OCEAN",ZSU,ZDC,SJU,PCT
TJSJ,KDTW,"DONQU LNHOM L452 OXANA AR8 ECG HNN SUBWY HTROD2",H,,,,"DTW SOUTH FLOW",ZSU,ZOB,SJU,D21
TJSJ,KDTW,"DONQU LETON L451 JAINS Y436 DEDDY SCAMS SITTR JAMOX BONZZ2",H,,,,"DTW SOUTH FLOW",ZSU,ZOB,SJU,D21
TJSJ,KDTW,"DONQU LNHOM L452 OXANA AR8 ECG HNN SUBWY CRAKN2",H,,,,"DTW NORTH FLOW",ZSU,ZOB,SJU,D21
