origin,dest,route,type,area,altitude,aircraft,direction,dep_artcc,arr_artcc,origin_tracon,dest_tracon
KHPN,KCLE,"NEWEL J60 PSB UPPRR TRYBE4",H,,,,,ZNY,ZOB,N90,CLE
KHPN,KCLT,"BIGGY Q75 GVE AIROW CHSLY6",H,,,,,ZNY,ZTL,N90,CLT
KHPN,KCMH,"ZIMMZ Q42 MIKYG Q480 AIR CLPRR3",H,,,,,ZNY,ZID,N90,CMH
KHPN,KCON,"GREKI JUDDS CAM",H,,"FL190 AND ABOVE",,,ZNY,ZBW,N90,A90
KHPN,KCON,"MERIT HFD T315 GDM",L,,"110-150 INCL",,,ZNY,ZBW,N90,A90
KHPN,KCON,"CMK V3 HFD T315 GDM",TEC,,10000,,,ZNY,ZBW,N90,A90
KHPN,KCON,"CMK V3 HFD CLOWW",TEC,,10000,"/E. /F. /G ONLY",,ZNY,ZBW,N90,A90
KHPN,KCRW,"PARKE J6 HVQ",H,,,,,ZNY,ZID,N90,CRW
KHPN,KCVG,"PARKE J6 COLNS GAVNN8",H,"TO CVG. HAO. LUK I69",,"RNAV 1 - DME/DME/IRU OR GPS",,ZNY,ZID,N90,CVG
KHPN,KCXY,"LANNA T430 ETX T299 HWANG",L,,90-100,,,ZNY,ZNY,N90,MDT
KHPN,KCXY,"ELIOT V39 ETX T299 HWANG",L,,"110-170 INCL",,,ZNY,ZNY,N90,MDT
KHPN,KCXY,"HUO T299 HAR",TEC,,5000,,,ZNY,ZNY,N90,MDT
KHPN,KDAY,"ZIMMZ Q42 MIKYG Q480 AIR APE DANEI3",H,,,"RNAV  EQUIPPED ONLY",,ZNY,ZID,N90,CMH
KHPN,KDCA,"BIGGY Q75 MXE V378 BAL",H,,,,,ZNY,ZDC,N90,PCT
KHPN,KDCA,"BIGGY Q75 MXE CLIPR3",H,,,,,ZNY,ZDC,N90,PCT
KHPN,KDCA,"BIGGY V3 MXE V378 BAL",L,,"90-170 INCL PROPS",,,ZNY,ZDC,N90,PCT
KHPN,KDCA,"SAX V249 SBJ LANNA T430 ETX V39 LRP V93 BAL",TEC,,8000,"PROPS ONLY",,ZNY,ZDC,N90,PCT
KHPN,KDEN,"NEWEL J60 DJB CPONE JOT J60 IOW DSM OBH BRWRY LAWGR4",H,,,,,ZNY,ZDV,N90,D01
KHPN,KDET,"GAYEL Q818 WOZEE COLTS GIGGY2",H,"TO DETROIT SATS(DET.CYQG ONLY)",,"DME/DME/IRU OR GNSS REQUIRED",,ZNY,ZOB,N90,D21
KHPN,KDFW,"PARKE J6 HVQ Q68 LITTR FEWWW SEEVR4",H,,,,"DFW SOUTH FLOW",ZNY,ZFW,N90,D10
KHPN,KDFW,"PARKE J6 HVQ Q68 LITTR FEWWW BRDJE5",H,,,,"DFW NORTH FLOW",ZNY,ZFW,N90,D10
KHPN,KDTW,"GAYEL J95 CFB TRAAD JACCI FERRL2",H,,,"DME/DME/IRU OR GPS REQUIRED","DTW SOUTH FLOW",ZNY,ZOB,N90,D21
KHPN,KDTW,"GAYEL J95 CFB TRAAD JACCI WNGNT2",H,,,"DME/DME/IRU OR GPS REQUIRED","DTW NORTH FLOW",ZNY,ZOB,N90,D21
KHPN,KEEN,"GREKI JUDDS CAM",H,,"FL190 AND ABOVE",,,ZNY,ZBW,N90,ZBW
KHPN,KEEN,"MERIT HFD T315 GDM",L,,"110-170 INCL",,,ZNY,ZBW,N90,ZBW
KHPN,KEEN,"CMK V3 HFD T315 GDM",TEC,,10000,,,ZNY,ZBW,N90,ZBW
KHPN,KEEN,"CMK SOARS JUDDS WHATE",TEC,,10000,"/E. /F. /G ONLY",,ZNY,ZBW,N90,ZBW
KHPN,KELM,"COATE T218 LAAYK STUBN",L,,"90-170 INCL",,,ZNY,ZNY,N90,ELM
KHPN,KEWB,"BAYYS SEALL V188 GON V374 MINNK",L,,"110-170 INCL",,,ZNY,ZBW,N90,PVD
KHPN,KEWR,"NYACK V188 SAX",TEC,,4000,"PROPS ONLY",,ZNY,ZNY,N90,PHL
KHPN,KEWR,"NYACK V188 SAX",TEC,,5000,"JETS ONLY",,ZNY,ZNY,N90,PHL
KHPN,KFLL,"WHITE Q409 CRPLR PAACK Q97 PRMUS CUUDA3",H,"TO FLL.OPF",,,,ZNY,ZMA,N90,MIA
KHPN,KFLL,"WHITE Q409 CRPLR KOOKI Q161 CHIEZ Y291 MAJIK CUUDA3",H,"TO FLL.OPF",,"JETS ONLY. EXCLUDES EA50. E50P. SF50. C510. C525",WATER,ZNY,ZMA,N90,MIA
KHPN,KFLL,"WHITE Q409 CRPLR PAACK Q97 KENLL TARPN3",H,"TO 07FA.FLL.HST.HWO.MIA.OPF.TMB.X51",,"VLJ/TURBPROP ONLY: INCL EA50.E50P.SF50.C510.C525",,ZNY,ZMA,N90,MIA
KHPN,KFMY,"BIGGY Q75 SLOJO Q103 CYNTA SHFTY6",H,,,,,ZNY,ZMA,N90,RSW
KHPN,KGFL,"CMK V39 SOARS V487 CAM",L,,"110-170 INCL",,,ZNY,ZBW,N90,ALB
KHPN,KGON,"CMK V3 HFD GON",TEC,,10000,,,ZNY,ZBW,N90,PVD
KHPN,KGSO,"BIGGY Q75 GVE AIROW HENBY1",H,,,,,ZNY,ZTL,N90,GSO
KHPN,KGSP,"BIGGY Q75 GVE FUBLL JUNNR4",H,,,,,ZNY,ZTL,N90,GSP
KHPN,KHFD,"CMK V3 HFD",TEC,,10000,,,ZNY,ZBW,N90,Y90
KHPN,KHOU,"LANNA J48 CSN FANPO Q40 AEX WAPPL7",H,,,TURBOJETS,,ZNY,ZHU,N90,I90
KHPN,KHSP,"LANNA J48 EMI CSN V140 MOL",H,,,,,ZNY,ZDC,N90,ZDC
KHPN,KHVN,"CMK T634 DENNA",TEC,,5000,,,ZNY,ZNY,N90,N90
KHPN,KHYA,"BAYYS SEALL V188 GON V374 MVY",L,,"110-170 INCL",,,ZNY,ZBW,N90,A90
KHPN,KHYA,"CMK V3 HFD V167 PVD T393 GAILS",TEC,,10000,,,ZNY,ZBW,N90,A90
KHPN,KIAD,"PARKE HYPER9",H,,,"RNAV EQUIPPED ONLY",,ZNY,ZDC,N90,PCT
KHPN,KIAD,"ELIOT V39 LRP V143 MULRR AML",L,,"140-170 INCL PROPS",,,ZNY,ZDC,N90,PCT
KHPN,KIAD,"LANNA T430 ETX V39 LRP V143 MULRR AML",L,,"90-130 INCL PROPS",,,ZNY,ZDC,N90,PCT
KHPN,KIAD,"SAX V249 SBJ LANNA T430 ETX V39 ROBRT AML",TEC,,8000,"PROPS ONLY",,ZNY,ZDC,N90,PCT
KHPN,KIAH,"LANNA J48 CSN FANPO Q40 AEX SKNRD5",H,,,TURBOJETS,"IAH EAST FLOW",ZNY,ZHU,N90,I90
KHPN,KIAH,"LANNA J48 CSN FANPO Q40 AEX DOOBI3",H,,,TURBOJETS,"IAH WEST FLOW",ZNY,ZHU,N90,I90
KHPN,KIND,"ZIMMZ Q42 HIDON RINTE SNKPT2",H,,"AOA FL260",TURBOJETS,,ZNY,ZID,N90,IND
KHPN,KINT,"BIGGY Q75 GVE AIROW HENBY1",H,,,,,ZNY,ZTL,N90,GSO
KHPN,KISP,"CMK T634 DENNA T705 CCC",TEC,,5000,,,ZNY,ZNY,N90,N90
KHPN,KITH,"NEION Q232 CORDS CFB",H,,,JETS,,ZNY,ZNY,N90,ELM
KHPN,KJAX,"WHITE Q409 SESUE ESENT LUNNI2",H,,,"TURBOJETS ONY: DME/DME/IRU OR GPS REQUIRED",,ZNY,ZJX,N90,JAX
KHPN,KJFK,"CMK V483 DPK",TEC,,3000,,,ZNY,ZNY,N90,N90
KHPN,KJPX,"CMK T634 BETHA ORCHA",TEC,,5000,,,ZNY,ZNY,N90,N90
KHPN,KLCI,"GREKI JUDDS CAM",H,,"FL190 AND ABOVE",,,ZNY,ZBW,N90,A90
KHPN,KLCI,"MERIT HFD T315 GDM CON",L,,"110-170 INCL",,,ZNY,ZBW,N90,A90
KHPN,KLEB,"GREKI JUDDS CAM",H,,"FL190 AND ABOVE",,,ZNY,ZBW,N90,ZBW
KHPN,KLEB,"MERIT HFD KEYNN",L,,"110-170 INCL",,,ZNY,ZBW,N90,ZBW
KHPN,KLEB,"CMK V3 HFD KEYNN",TEC,,10000,,,ZNY,ZBW,N90,ZBW
KHPN,KLEB,"CMK SOARS JUDDS WHATE",TEC,,10000,"/E. /F. /G ONLY",,ZNY,ZBW,N90,ZBW
KHPN,KLEW,"GREKI JUDDS CAM CON",H,,"FL190 AND ABOVE",,,ZNY,ZBW,N90,PWM
KHPN,KLEW,"CMK V39 SOARS V487 CAM CON",L,,"110-170 INCL",,,ZNY,ZBW,N90,PWM
KHPN,KLEX,"PARKE J6 HVQ",H,,,,,ZNY,ZID,N90,LEX
KHPN,KLGA,DCT,TEC,DIRECT,3000,,,ZNY,ZNY,N90,N90
KHPN,KLKP,"CMK V39 SOARS V487 CAM",L,,"110-170 INCL",,,ZNY,ZBW,N90,ZBW
KHPN,KLNS,"HUO T299 ETX V39 LRP",TEC,,5000,,,ZNY,ZNY,N90,MDT
KHPN,KLWB,"LANNA J48 EMI CSN V140 MOL",H,,,,,ZNY,ZDC,N90,ZDC
KHPN,KLWM,"MERIT HFD DREEM3",L,,"110-170 INCL","RNAV 1 - DME/DME/IRU OR GPS",,ZNY,ZBW,N90,A90
KHPN,KMCI,"ZIMMZ Q42 MIKYG Q480 AIR J80 SPI EUING RUDDH3",H,,,,,ZNY,ZKC,N90,MCI
KHPN,KMCO,"WHITE Q409 CRPLR Q85 LPERD SNFLD3",H,"TO ISM.MCO",,"JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED","MCO LANDING NORTH",ZNY,ZJX,N90,F11
KHPN,KMCO,"WHITE Q409 CRPLR EARZZ Q131 WAALT Y289 BAHAA HIBAC ALYNA4",H,"TO ISM.LEE.MCO.ORL.SFB",,"JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED",WATER,ZNY,ZJX,N90,F11
KHPN,KMCO,"WHITE Q409 CRPLR Q85 LPERD GTOUT1",H,,,"JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED","MCO LANDING SOUTH",ZNY,ZJX,N90,F11
KHPN,KMDW,"NEWEL J60 DJB ASHEN PANGG7",H,,,"RNAV 1-DME/DME/IRU OR GPS",,ZNY,ZAU,N90,C90
KHPN,KMEM,"PARKE J6 HVQ Q68 RAMRD BLUZZ5",H,,,,,ZNY,ZME,N90,M03
KHPN,KMGM,"BIGGY Q75 GVE LYH COLZI Q52 CHOPZ THRSR",H,,,,,ZNY,ZTL,N90,MGM
KHPN,KMHT,"GREKI JUDDS MARTN QUINZ ROZZE2",H,,"FL190 AND ABOVE","JETS ONLY",,ZNY,ZBW,N90,A90
KHPN,KMHT,"GREKI JUDDS MARTN QUINZ ROZZE2",H,,"AT OR ABOVE FL190","DME/DME/IRU OR GNSS REQUIRED",,ZNY,ZBW,N90,A90
KHPN,KMHT,"MERIT HFD CRIBB ROZZE2",L,,"110-170 INCL","JETS ONLY",,ZNY,ZBW,N90,A90
KHPN,KMHT,"MERIT HFD T315 GDM MANCH",L,,"110-170 INCL","PROPS ONLY",,ZNY,ZBW,N90,A90
KHPN,KMHT,"CMK V3 HFD T315 GDM MANCH",TEC,,10000,,,ZNY,ZBW,N90,A90
KHPN,KMHT,"CMK V3 HFD CLOWW",TEC,,10000,"/E. /F. /G ONLY",,ZNY,ZBW,N90,A90
KHPN,KMIA,"WHITE Q409 CRPLR BGBRD Q101 SKARP Y313 HOAGG BNFSH3",H,"TO 07FA.HST.MIA.TMB.X51",,"JETS ONLY. EXCLUDES EA50. E50P. SF50. C510. C525",WATER,ZNY,ZMA,N90,MIA
KHPN,KMIA,"WHITE Q409 CRPLR PAACK Q97 DEBRL CSTAL3",H,"TO 07FA.HST.MIA.TMB.X51",,,,ZNY,ZMA,N90,MIA
KHPN,KMIV,"DIXIE T224 JIIMS",TEC,,6000,"PROPS ONLY",,ZNY,ZDC,N90,ACY
KHPN,KMKE,"NEWEL J60 DJB CRL PEGEE GETCH LYSTR SUDDS",H,,,,,ZNY,ZAU,N90,MKE
KHPN,KMKY,"BIGGY Q75 SLOJO Q103 CYNTA SHFTY6",H,,,,,ZNY,ZMA,N90,RSW
KHPN,KMKY,"WHITE Q409 CRPLR EARZZ Q131 WAALT Y289 BAHAA HIBAC SHFTY6",H,"TO APF.FMY.MKY.RSW",,"JETS ONLY",WATER,ZNY,ZMA,N90,RSW
KHPN,KMLB,"WHITE Q409 CRPLR Q85 LPERD OMN BITHO7",H,"TO COF.COI.ISM.MCO.MLB.TIX.TTS.XMR",,,,ZNY,ZJX,N90,F11
KHPN,KMOB,"BIGGY Q75 GVE LYH COLZI Q52 CHOPZ MGMRY SJI",H,,,,,ZNY,ZHU,N90,MOB
KHPN,KMPV,"CMK V39 SOARS V487 CAM",L,,"110-170 INCL",,,ZNY,ZBW,N90,ZBW
KHPN,KMSP,"GAYEL Q812 WOZEE NOSIK ZOHAN IDIOM MUSCL4",H,,,TURBOJETS,,ZNY,ZMP,N90,M98
KHPN,KMVY,"BAYYS T315 SEALL V188 GON V374 MVY",L,,"110-170 INCL",,,ZNY,ZBW,N90,A90
KHPN,KMVY,"CMK V3 HFD GON V374 MVY",TEC,,10000,,,ZNY,ZBW,N90,A90
KHPN,KORD,"COATE Q436 KAYYS WYNDE3",H,,,"TURBOJETS - RNAV 1",,ZNY,ZAU,N90,C90
KHPN,KORF,"WHITE Q409 TRPOD OUTLA1",H,"TO CPK.PVG.LFI.PHF.ORF.NGU.NTU.SFQ",,"RNAV 1 - DME/DME/IRU OR GPS",,ZNY,ZDC,N90,ORF
KHPN,KORF,"WHITE T303 TRPOD OUTLA1",L,"TO CPK.PVG.LFI.PHF.ORF.NGU.NTU.SFQ","90-170 INCL","RNAV 1 - DME/DME/IRU OR GPS",,ZNY,ZDC,N90,ORF
KHPN,KORF,"JFK T303 OUTLA",TEC,,,,,ZNY,ZDC,N90,ORF
KHPN,KORH,"CMK V3 HFD T303 GRAYM",TEC,,10000,,,ZNY,ZBW,N90,Y90
KHPN,KORL,"WHITE Q409 CRPLR Q85 LPERD TTHOR3",H,"TO 7FL6.DAB.DED.EVB.LEE.OMN.ORL.SFB.X50",,,,ZNY,ZJX,N90,F11
KHPN,KORL,"WHITE Q409 CRPLR EARZZ Q131 WAALT Y289 BAHAA HIBAC ALYNA4",H,"TO ISM.LEE.MCO.ORL.SFB",,"JETS ONLY",WATER,ZNY,ZJX,N90,F11
KHPN,KOWD,"MERIT ORW WOONS2",L,,"110-170 INCL",,,ZNY,ZBW,N90,A90
KHPN,KOWD,"CMK V3 WOONS",TEC,"TO NORWOOD & NORTH SATS",10000,,,ZNY,ZBW,N90,A90
KHPN,KPBI,"WHITE Q409 CRPLR EARZZ Q131 WAALT Y289 DULEE CLMNT2",H,"TO 06FA.BCT.F45.PBI",,"JETS ONLY",WATER,ZNY,ZMA,N90,PBI
KHPN,KPBI,"WHITE Q409 CRPLR PAACK Q97 KENLL CPTAN3",H,"TO 06FA.BCT.FXE.PBI.PMP",,,WATER,ZNY,ZMA,N90,PBI
KHPN,KPHX,"ZIMMZ Q42 MIKYG Q480 AIR J110 STL BUM ICT TOTOE FTI BUKKO ZUN EAGUL6",H,,,"RNAV  EQUIPPED ONLY",,ZNY,ZAB,N90,P50
KHPN,KPIE,"BIGGY Q75 TEUFL BAAMF DADES2",H,,,,,ZNY,ZMA,N90,TPA
KHPN,KPIT,"ZIMMZ Q42 MIKYG Q480 VINSE DEMME5",H,,,"RNAV EQUIPPED ONLY",,ZNY,ZOB,N90,PIT
KHPN,KPIT,"COATE LAAYK T216 PSB HAYNZ7",L,,"90-170 INCL",,,ZNY,ZOB,N90,PIT
KHPN,KPSF,"CMK V39 SOARS V487 HIDAL",L,,"110-170 INCL",,,ZNY,ZBW,N90,ALB
KHPN,KPSM,"MERIT HFD FOXWD KLANE TTERI REMDG",H,,"170 AND ABOVE",,,ZNY,ZBW,N90,A90
KHPN,KPSM,"MERIT HFD CON",L,,110-150,,,ZNY,ZBW,N90,A90
KHPN,KPSM,"CMK V3 HFD T315 GDM RAYMY",TEC,,10000,"/E. /F. /G ONLY",,ZNY,ZBW,N90,A90
KHPN,KPVC,"BAYYS SEALL V188 GON V374 MVY",L,,"110-170 INCL",,,ZNY,ZBW,N90,A90
KHPN,KPVC,"CMK V3 HFD V167 PVD T393 GAILS",TEC,,10000,,,ZNY,ZBW,N90,A90
KHPN,KPVD,"BAYYS SEALL V188 GON V374 MINNK",L,,"110-130 ONLY",,,ZNY,ZBW,N90,PVD
KHPN,KPVD,"CMK V3 HFD V167 PVD",TEC,,10000,,,ZNY,ZBW,N90,PVD
KHPN,KPWM,"GREKI JUDDS CAM CDOGG4",H,,"FL180 AND ABOVE",,,ZNY,ZBW,N90,PWM
KHPN,KPWM,"CMK V39 SOARS V487 CAM CDOGG4",L,,"110-170 INCL",,,ZNY,ZBW,N90,PWM
KHPN,KPWM,"CMK V3 HFD T315 GDM T314 ENE",TEC,,10000,,,ZNY,ZBW,N90,PWM
KHPN,KPWM,"CMK V3 HFD CLOWW",TEC,,10000,"/E. /F. /G ONLY",,ZNY,ZBW,N90,PWM
KHPN,KRDG,"SAX V249 SBJ T430 ETX V39 FLOAT",TEC,,7000,"PROPS ONLY",,ZNY,ZNY,N90,MDT
KHPN,KRIC,"WHITE Q409 TRPOD T303 JAMIE",H,,,,,ZNY,ZDC,N90,PCT
KHPN,KRIC,"WHITE T303 JAMIE",L,,"110-170 INCL",,,ZNY,ZDC,N90,PCT
KHPN,KRIC,"DIXIE T224 COLIN",TEC,,4000,"PROPS ONLY",,ZNY,ZDC,N90,PCT
KHPN,KRIC,"JFK T224 DIXIE T303 LEEAH T315 CHOPS T224 COLIN",TEC,,,,,ZNY,ZDC,N90,PCT
KHPN,KRKD,"MERIT HFD PUT BOS",H,,"FL250 AND ABOVE",,,ZNY,ZBW,N90,PWM
KHPN,KRKD,"GREKI JUDDS CAM CON",H,,"FL190 AND ABOVE",,,ZNY,ZBW,N90,PWM
KHPN,KRKD,"CMK V39 SOARS V487 CAM CON",L,,"110-170 INCL",,,ZNY,ZBW,N90,PWM
KHPN,KROC,"NEION Q232 STUBN GIBBE",H,,,,,ZNY,ZOB,N90,ROC
KHPN,KROC,"HAAYS HUO V252 GIBBE",L,,"9000-17000 INCL",,,ZNY,ZOB,N90,ROC
KHPN,KRSW,"BIGGY Q75 SLOJO Q103 CYNTA SHFTY6",H,,,,,ZNY,ZMA,N90,RSW
KHPN,KRUT,"GREKI JUDDS CAM",H,,"FL190 AND ABOVE",,,ZNY,ZBW,N90,ZBW
KHPN,KRUT,"CMK V39 SOARS V487 CAM",L,,"110-170 INCL",,,ZNY,ZBW,N90,ZBW
KHPN,KSAV,"WHITE Q409 SESUE SOOOP",H,,,TURBOJETS,,ZNY,ZJX,N90,SAV
KHPN,KSBY,"JFK T224 DIXIE T303 TRPOD",TEC,,,,,ZNY,ZDC,N90,NHK
KHPN,KSDF,"PARKE J6 HVQ Q68 YOCKY LEDDL1",H,,,,,ZNY,ZID,N90,SDF
KHPN,KSLC,"GAYEL Q818 WOZEE Q935 HOCKE BAE DBQ FOD ONL J94 BFF CKW CARTR1",H,,,,,ZNY,ZLC,N90,S56
KHPN,KSLK,"GREKI JUDDS CAM",H,,"FL190 AND ABOVE",,,ZNY,ZBW,N90,ZBW
KHPN,KSLK,"BREZY V39 SOARS V487 CAM",L,,"110-170 INCL",,,ZNY,ZBW,N90,ZBW
KHPN,KSTL,"ZIMMZ Q42 MIKYG Q480 AIR J80 VHP AARCH2",H,,,"RNAV EQUIPPED ONLY",,ZNY,ZKC,N90,T75
KHPN,KSYR,"NEION Q232 CORDS CFB T335 CORTA",H,,,JETS,,ZNY,ZBW,N90,SYR
KHPN,KSYR,"HAAYS HUO V252 CFB T335 CORTA",L,,"90-130 INCL",,,ZNY,ZBW,N90,SYR
KHPN,KSYR,"HAAYS HUO V252 CFB T335 CORTA",L,,"140-170 INCL",,,ZNY,ZBW,N90,SYR
KHPN,KSYR,"HAAYS HUO V273 HNK T391 SYR",TEC,,10000,,,ZNY,ZBW,N90,SYR
KHPN,KTOL,"NEWEL J60 DJB",H,,,,,ZNY,ZOB,N90,TOL
KHPN,KTPA,"BIGGY Q75 TEUFL BAAMF DADES2",H,,,,,ZNY,ZMA,N90,TPA
KHPN,KTRI,"LANNA J48 CSN FANPO Q40 ALEAN",H,,,,,ZNY,ZTL,N90,TRI
KHPN,KWRI,"DIXIE T224 CYN",TEC,,6000,,,ZNY,ZNY,N90,WRI
KHPN,KWVL,"GREKI JUDDS CAM",H,,"FL190 AND ABOVE",,,ZNY,ZBW,N90,PWM
KHPN,KWVL,"MERIT HFD PUT BOS",H,,"FL250 AND ABOVE",,,ZNY,ZBW,N90,PWM
KHPN,KWVL,"CMK V39 SOARS V487 CAM CON",L,,"110-170 INCL",,,ZNY,ZBW,N90,PWM
KHPN,KWWD,"DIXIE T315 PANZE V44 SIE",TEC,,6000,"PROPS ONLY",,ZNY,ZDC,N90,ACY
KHPN,KWWD,"JFK T224 DIXIE T303 CRESI",TEC,,,,,ZNY,ZDC,N90,ACY
KHPN,KYIP,"GAYEL Q818 WOZEE COLTS OKLND1",H,"TO DETROIT SATS(YIP.PTK.ARB ONLY)",,"DME/DME/IRU OR GNSS REQUIRED",,ZNY,ZOB,N90,D21
KHQM,KELN,"HQM SANDR V27 SEA V2 ELN",SLD,"TRAFFIC OVERFLYING THE SEATTLE. WA AREA","9000 AND BELOW",,EASTBOUND,ZSE,ZSE,ZSE,
KHRL,KADS,"CRP SAT DITSY SWVAY4",H,"TO DFW EAST SAT (ADS CPT FWS GKY GPM HQZ JWY LNC RBD TKI F41 F46)",,,,ZHU,ZFW,CRP,D10
KHRL,KADS,"CRP PSX TNV GIFFA JROAM EESAT4",H,"TO DFW EAST SAT (ADS HQZ TKI F46)",,,"DAL NORTH FLOW",ZHU,ZFW,CRP,D10
KHRL,KADS,"CRP PSX TNV GIFFA JROAM LOADS4",H,"TO DFW EAST SAT (ADS HQZ TKI F46)",,,"DAL SOUTH FLOW",ZHU,ZFW,CRP,D10
KHRL,KAFW,"CRP SAT SPPAD LIKES4",H,"TO DFW WEST SAT (AFW DTO FTW LUD NFW WEA 50F)",,,,ZHU,ZFW,CRP,D10
KHRL,KAFW,"CRP PSX CRIED REEKO3",H,"TO DFW WEST SAT (AFW CPT DTO FTW FWS GKY GPM JWY LNC LUD NFW RBD WEA 50F)",,,,ZHU,ZFW,CRP,D10
KHRL,KDAL,"CRP PSX TNV MAJKK MNNDO4",H,,,"RNAV TURBOJET","DFW NORTH FLOW",ZHU,ZFW,CRP,D10
KHRL,KDAL,"CRP PSX TNV MAJKK REDDN4",H,,,"RNAV TURBOJET","DFW SOUTH FLOW",ZHU,ZFW,CRP,D10
KHRL,KDAL,"CRP T499 SAT DITSY DRYYE2",H,,,"RNAV TURBOJET","DFW NORTH FLOW",ZHU,ZFW,CRP,D10
KHRL,KDAL,"CRP T499 SAT DITSY BACHR4",H,,,"RNAV TURBOJET","DFW SOUTH FLOW",ZHU,ZFW,CRP,D10
KHRL,KDFW,"CRP PSX TNV STUFT WHINY4",H,,,"RNAV TURBOJET","DFW NORTH FLOW",ZHU,ZFW,CRP,D10
KHRL,KDFW,"CRP PSX TNV STUFT BEREE3",H,,,"RNAV TURBOJET","DFW SOUTH FLOW",ZHU,ZFW,CRP,D10
KHRL,KDFW,"CRP SAT GUTZZ SOCKK4",H,,,"RNAV TURBOJET","DFW NORTH FLOW",ZHU,ZFW,CRP,D10
KHRL,KDFW,"CRP SAT GUTZZ BOOVE7",H,,,"RNAV TURBOJET","DFW SOUTH FLOW",ZHU,ZFW,CRP,D10
KHST,KMCO,"FLMGO2 WAPOM MUNGI1",H,"TO ISM. LEE. MCO. ORL. SFB","AT OR ABOVE 134","JET ONLY. RNAV 1 - DME/DME/IRU OR GPS.",,ZMA,ZJX,HST,F11
KHSV,KDTW,"BNA IMPEL WWODD HANBL3",H,,,"DME/DME/IRU OR GPS RQUIRED","DTW SOUTH FLOW",ZME,ZOB,HSV,D21
KHSV,KDTW,"BNA IMPEL WWODD LECTR3",H,,,"DME/DME/IRU OR GPS REQUIRED","DTW NORTH FLOW",ZME,ZOB,HSV,D21
KHSV,KORD,"VISQA FTZ TRTLL6",H,,,TURBOJET,,ZME,ZAU,HSV,C90
KHVE,KLAS,"GGAPP CHOWW4",SHD,,,TURBOJETS,"SW BND",ZLC,ZLA,,L30
KHVN,KALB,"SOARS V487 CANAN",L,"TO ALB.SCH","110-170 INCL",,,ZNY,ZBW,N90,ALB
KHVN,KASH,"MAD T303 HFD T315 GDM MANCH",L,,"110-150 INCL",,,ZNY,ZBW,N90,A90
KHVN,KAUG,"ORCHA T320 GDM T314 ENE",L,,"110-170 INCL",,,ZNY,ZBW,N90,PWM
KHVN,KBCT,"BEADS EMJAY Q167 ZJAAY Q97 KENLL CPTAN3",H,"TO 06FA.BCT.FXE.PBI.PMP",,,,ZNY,ZMA,N90,PBI
KHVN,KBED,"MAD T303 HFD DREEM3",L,,"110-150 ONLY",,,ZNY,ZBW,N90,A90
KHVN,KBGR,"ORCHA T320 GDM T314 ENE T295 BGR",L,,"110-170 INCL",,,ZNY,ZBW,N90,BGR
KHVN,KBOS,"BDR MERIT ROBUC3",L,,"110-170 INCL",,,ZNY,ZBW,N90,A90
KHVN,KBVY,"MAD HFD DREEM3",L,,"110-170 INCL","RNAV 1 - DME/DME/IRU OR GPS",,ZNY,ZBW,N90,A90
KHVN,KBWI,"BEADS T320 AVALO T358 SWANN",L,,"AOB 170",,,ZNY,ZDC,N90,PCT
KHVN,KCON,"ORCHA T320 GDM",L,,"110-150 INCL",,,ZNY,ZBW,N90,A90
KHVN,KEEN,"ORCHA T320 GDM",L,,"110-170 ONLY",,,ZNY,ZBW,N90,ZBW
KHVN,KLCI,"ORCHA T320 GDM CON",L,,"110-170 INCL",,,ZNY,ZBW,N90,A90
KHVN,KLEB,"ORCHA T320 GDM KEYNN",L,,"110-170 INCL",,,ZNY,ZBW,N90,ZBW
KHVN,KLEW,"ORCHA T320 GDM T314 ENE",L,,"110-170 INCL",,,ZNY,ZBW,N90,PWM
KHVN,KLWM,"MAD HFD DREEM3",L,,"110-170 INCL","RNAV 1 - DME/DME/IRU OR GPS",,ZNY,ZBW,N90,A90
KHVN,KMHT,"MAD T303 HFD CRIBB ROZZE2",L,,"110-170 INCL","JETS ONLY",,ZNY,ZBW,N90,A90
KHVN,KMHT,"MAD T303 HFD T315 GDM MANCH",L,,"110-170 INCL","PROPS ONLY",,ZNY,ZBW,N90,A90
KHVN,KPSM,"ORCHA T320 GDM CON",L,,110-150,,,ZNY,ZBW,N90,A90
KHVN,KPVD,"MAD CARLD V188 GON V374 MINNK",L,,"110-170 INCL",,,ZNY,ZBW,N90,PVD
KHVN,KPWM,"MAD T303 HFD KEYNN CDOGG CDOGG4",L,,"110-170 INCL",,,ZNY,ZBW,N90,PWM
KHVN,KRKD,"ORCHA T320 GDM T314 ENE",L,,"110-170 INCL",,,ZNY,ZBW,N90,PWM
KHVN,KWVL,"ORCHA T320 GDM T314 ENE",L,,"110-170 INCL",,,ZNY,ZBW,N90,PWM
KHWD,KAUN,"OAK V6 SAC",TEC,"HWD TO AUN BAB E36 GOO JAQ LHM MCC MHR MYV O61 OVE PVF RIU",QMP50,HWD01,SFOW,ZOA,ZOA,NCT,NCT
KHWD,KAUN,ORRCA,TEC,"HWD TO AUN BAB E36 GOO JAQ LHM MCC MHR MYV O61 OVE PVF RIU",J110,HWD06,,ZOA,ZOA,NCT,NCT
