Play,Route String,Origins,Origin_TRACONs,Origin_ARTCCs,Destinations,Dest_TRACONs,Dest_ARTCCs
OHIO VALLEY TO FLORIDA 1 OLD,KMBS STAZE VXV THRSR HONID.BANGZ2 KPIE,KMBS,AZO,ZOB,KPIE,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KMBS STAZE VXV THRSR HONID.BANGZ2 KSRQ,KMBS,AZO,ZOB,KSRQ,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KMBS STAZE VXV THRSR HONID.MAATY5 KTPA,KMBS,AZO,ZOB,KTPA,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDET STAZE VXV THRSR ZPLEN.TEEKY3 KFLL,KDET,D21,ZOB,KFLL,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDET STAZE VXV THRSR ZPLEN.TEEKY3 KFXE,KDET,D21,ZOB,KFXE,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDET STAZE VXV THRSR HONID.FROGZ4 KMIA,KDET,D21,ZOB,KMIA,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDET STAZE VXV THRSR HONID.CUURT1 KOPF,KDET,D21,ZOB,KOPF,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDTW STAZE VXV THRSR ZPLEN.TEEKY3 KFLL,KDTW,D21,ZOB,KFLL,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDTW STAZE VXV THRSR ZPLEN.TEEKY3 KFXE,KDTW,D21,ZOB,KFXE,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDTW STAZE VXV THRSR HONID.FROGZ4 KMIA,KDTW,D21,ZOB,KMIA,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDTW STAZE VXV THRSR HONID.CUURT1 KOPF,KDTW,D21,ZOB,KOPF,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KPTK STAZE VXV THRSR ZPLEN.TEEKY3 KFLL,KPTK,D21,ZOB,KFLL,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KPTK STAZE VXV THRSR ZPLEN.TEEKY3 KFXE,KPTK,D21,ZOB,KFXE,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KPTK STAZE VXV THRSR HONID.FROGZ4 KMIA,KPTK,D21,ZOB,KMIA,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KPTK STAZE VXV THRSR HONID.CUURT1 KOPF,KPTK,D21,ZOB,KOPF,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KYIP STAZE VXV THRSR ZPLEN.TEEKY3 KFLL,KYIP,D21,ZOB,KFLL,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KYIP STAZE VXV THRSR ZPLEN.TEEKY3 KFXE,KYIP,D21,ZOB,KFXE,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KYIP STAZE VXV THRSR HONID.FROGZ4 KMIA,KYIP,D21,ZOB,KMIA,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KYIP STAZE VXV THRSR HONID.CUURT1 KOPF,KYIP,D21,ZOB,KOPF,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDET STAZE VXV THRSR ZPLEN.VUUDU1 KBCT,KDET,D21,ZOB,KBCT,PBI,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDET STAZE VXV THRSR ZPLEN.VUUDU1 KPBI,KDET,D21,ZOB,KPBI,PBI,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDTW STAZE VXV THRSR ZPLEN.VUUDU1 KBCT,KDTW,D21,ZOB,KBCT,PBI,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDTW STAZE VXV THRSR ZPLEN.VUUDU1 KPBI,KDTW,D21,ZOB,KPBI,PBI,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KPTK STAZE VXV THRSR ZPLEN.VUUDU1 KBCT,KPTK,D21,ZOB,KBCT,PBI,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KPTK STAZE VXV THRSR ZPLEN.VUUDU1 KPBI,KPTK,D21,ZOB,KPBI,PBI,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KYIP STAZE VXV THRSR ZPLEN.VUUDU1 KBCT,KYIP,D21,ZOB,KBCT,PBI,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KYIP STAZE VXV THRSR ZPLEN.VUUDU1 KPBI,KYIP,D21,ZOB,KPBI,PBI,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDET STAZE VXV THRSR HONID Q81 NICKI PLYER.PIKKR7 KAPF,KDET,D21,ZOB,KAPF,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDET STAZE VXV THRSR HONID Q81 NICKI PLYER.TYNEE4 KFMY,KDET,D21,ZOB,KFMY,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDET STAZE VXV THRSR HONID Q81 NICKI PLYER.PIKKR7 KMKY,KDET,D21,ZOB,KMKY,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDET STAZE VXV THRSR HONID Q81 NICKI PLYER.TYNEE4 KRSW,KDET,D21,ZOB,KRSW,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDTW STAZE VXV THRSR HONID Q81 NICKI PLYER.PIKKR7 KAPF,KDTW,D21,ZOB,KAPF,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDTW STAZE VXV THRSR HONID Q81 NICKI PLYER.TYNEE4 KFMY,KDTW,D21,ZOB,KFMY,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDTW STAZE VXV THRSR HONID Q81 NICKI PLYER.PIKKR7 KMKY,KDTW,D21,ZOB,KMKY,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDTW STAZE VXV THRSR HONID Q81 NICKI PLYER.TYNEE4 KRSW,KDTW,D21,ZOB,KRSW,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KPTK STAZE VXV THRSR HONID Q81 NICKI PLYER.PIKKR7 KAPF,KPTK,D21,ZOB,KAPF,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KPTK STAZE VXV THRSR HONID Q81 NICKI PLYER.TYNEE4 KFMY,KPTK,D21,ZOB,KFMY,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KPTK STAZE VXV THRSR HONID Q81 NICKI PLYER.PIKKR7 KMKY,KPTK,D21,ZOB,KMKY,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KPTK STAZE VXV THRSR HONID Q81 NICKI PLYER.TYNEE4 KRSW,KPTK,D21,ZOB,KRSW,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KYIP STAZE VXV THRSR HONID Q81 NICKI PLYER.PIKKR7 KAPF,KYIP,D21,ZOB,KAPF,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KYIP STAZE VXV THRSR HONID Q81 NICKI PLYER.TYNEE4 KFMY,KYIP,D21,ZOB,KFMY,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KYIP STAZE VXV THRSR HONID Q81 NICKI PLYER.PIKKR7 KMKY,KYIP,D21,ZOB,KMKY,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KYIP STAZE VXV THRSR HONID Q81 NICKI PLYER.TYNEE4 KRSW,KYIP,D21,ZOB,KRSW,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDET STAZE VXV THRSR HONID.BANGZ2 KPIE,KDET,D21,ZOB,KPIE,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDET STAZE VXV THRSR HONID.BANGZ2 KSRQ,KDET,D21,ZOB,KSRQ,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDET STAZE VXV THRSR HONID.MAATY5 KTPA,KDET,D21,ZOB,KTPA,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDTW STAZE VXV THRSR HONID.BANGZ2 KPIE,KDTW,D21,ZOB,KPIE,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDTW STAZE VXV THRSR HONID.BANGZ2 KSRQ,KDTW,D21,ZOB,KSRQ,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KDTW STAZE VXV THRSR HONID.MAATY5 KTPA,KDTW,D21,ZOB,KTPA,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KPTK STAZE VXV THRSR HONID.BANGZ2 KPIE,KPTK,D21,ZOB,KPIE,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KPTK STAZE VXV THRSR HONID.BANGZ2 KSRQ,KPTK,D21,ZOB,KSRQ,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KPTK STAZE VXV THRSR HONID.MAATY5 KTPA,KPTK,D21,ZOB,KTPA,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KYIP STAZE VXV THRSR HONID.BANGZ2 KPIE,KYIP,D21,ZOB,KPIE,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KYIP STAZE VXV THRSR HONID.BANGZ2 KSRQ,KYIP,D21,ZOB,KSRQ,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KYIP STAZE VXV THRSR HONID.MAATY5 KTPA,KYIP,D21,ZOB,KTPA,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,ZOB SPAYD VXV THRSR ZPLEN.TEEKY3 KFLL,,,ZOB,KFLL,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,ZOB SPAYD VXV THRSR ZPLEN.TEEKY3 KFXE,,,ZOB,KFXE,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,ZOB SPAYD VXV THRSR HONID.FROGZ4 KMIA,,,ZOB,KMIA,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,ZOB SPAYD VXV THRSR HONID.CUURT1 KOPF,,,ZOB,KOPF,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,ZOB SPAYD VXV THRSR ZPLEN.VUUDU1 KBCT,,,ZOB,KBCT,PBI,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,ZOB SPAYD VXV THRSR ZPLEN.VUUDU1 KPBI,,,ZOB,KPBI,PBI,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,ZOB SPAYD VXV THRSR HONID Q81 NICKI PLYER.PIKKR7 KAPF,,,ZOB,KAPF,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,ZOB SPAYD VXV THRSR HONID Q81 NICKI PLYER.TYNEE4 KFMY,,,ZOB,KFMY,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,ZOB SPAYD VXV THRSR HONID Q81 NICKI PLYER.PIKKR7 KMKY,,,ZOB,KMKY,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,ZOB SPAYD VXV THRSR HONID Q81 NICKI PLYER.TYNEE4 KRSW,,,ZOB,KRSW,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,ZOB SPAYD VXV THRSR HONID.BANGZ2 KPIE,,,ZOB,KPIE,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,ZOB SPAYD VXV THRSR HONID.BANGZ2 KSRQ,,,ZOB,KSRQ,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,ZOB SPAYD VXV THRSR HONID.MAATY5 KTPA,,,ZOB,KTPA,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KATL WALET ZJAYX.GRNCH5 KMCO,KATL,A80,ZTL,KMCO,F11,ZJX
OHIO VALLEY TO FLORIDA 1 OLD,KATL WALET MJKAL.JAFAR3 KORL,KATL,A80,ZTL,KORL,F11,ZJX
OHIO VALLEY TO FLORIDA 1 OLD,KATL WALET ZPLEN.TEEKY3 KFLL,KATL,A80,ZTL,KFLL,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KATL WALET ZPLEN.TEEKY3 KFXE,KATL,A80,ZTL,KFXE,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KATL LUCKK HONID.FROGZ4 KMIA,KATL,A80,ZTL,KMIA,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KATL LUCKK HONID.CUURT1 KOPF,KATL,A80,ZTL,KOPF,MIA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KATL WALET ZPLEN.VUUDU1 KBCT,KATL,A80,ZTL,KBCT,PBI,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KATL WALET ZPLEN.VUUDU1 KPBI,KATL,A80,ZTL,KPBI,PBI,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KATL LUCKK HONID Q81 NICKI PLYER.PIKKR7 KAPF,KATL,A80,ZTL,KAPF,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KATL LUCKK HONID Q81 NICKI PLYER.TYNEE4 KFMY,KATL,A80,ZTL,KFMY,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KATL LUCKK HONID Q81 NICKI PLYER.PIKKR7 KMKY,KATL,A80,ZTL,KMKY,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KATL LUCKK HONID Q81 NICKI PLYER.TYNEE4 KRSW,KATL,A80,ZTL,KRSW,RSW,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KATL LUCKK HONID.BANGZ2 KPIE,KATL,A80,ZTL,KPIE,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KATL LUCKK HONID.BANGZ2 KSRQ,KATL,A80,ZTL,KSRQ,TPA,ZMA
OHIO VALLEY TO FLORIDA 1 OLD,KATL LUCKK HONID.MAATY5 KTPA,KATL,A80,ZTL,KTPA,TPA,ZMA
OHIO VALLEY TO FLORIDA 2,CZY HOCKE ROD FLM J43 VXV WIGVO WHYYT.GRNCH5 KMCO,,,CZY,KMCO,F11,ZJX
OHIO VALLEY TO FLORIDA 2,CZY HOCKE ROD FLM J43 VXV WIGVO KYLEG.TTHOR3 KSFB,,,CZY,KSFB,F11,ZJX
OHIO VALLEY TO FLORIDA 2,CZY BETES FOXEE Q145 CLNTN CLAWD QUIWE FISHO Q93 PRMUS.CUUDA3 KFLL,,,CZY,KFLL,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,CZY BETES FOXEE Q145 CLNTN CLAWD QUIWE FISHO Q93 KENLL.CPTAN3 KFXE,,,CZY,KFXE,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,CZY BETES FOXEE Q145 CLNTN CLAWD QUIWE FISHO Q93 DEBRL.CSTAL3 KMIA,,,CZY,KMIA,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,CZY BETES FOXEE Q145 CLNTN CLAWD QUIWE FISHO Q93 PRMUS.CUUDA3 KOPF,,,CZY,KOPF,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,CZY BETES FOXEE Q145 CLNTN CLAWD QUIWE FISHO Q93 DEBRL.CSTAL3 KTMB,,,CZY,KTMB,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,CZY BETES FOXEE Q145 CLNTN CLAWD QUIWE FISHO Q93 KENLL.CPTAN3 KBCT,,,CZY,KBCT,PBI,ZMA
OHIO VALLEY TO FLORIDA 2,CZY BETES FOXEE Q145 CLNTN CLAWD QUIWE FISHO Q93 KENLL.CPTAN3 KPBI,,,CZY,KPBI,PBI,ZMA
OHIO VALLEY TO FLORIDA 2,CZY HOCKE ROD FLM J43 VXV WIGVO CYNTA.SHFTY6 KAPF,,,CZY,KAPF,RSW,ZMA
OHIO VALLEY TO FLORIDA 2,CZY HOCKE ROD FLM J43 VXV WIGVO CYNTA.SHFTY6 KFMY,,,CZY,KFMY,RSW,ZMA
OHIO VALLEY TO FLORIDA 2,CZY HOCKE ROD FLM J43 VXV WIGVO CYNTA.SHFTY6 KMKY,,,CZY,KMKY,RSW,ZMA
OHIO VALLEY TO FLORIDA 2,CZY HOCKE ROD FLM J43 VXV WIGVO CYNTA.SHFTY6 KRSW,,,CZY,KRSW,RSW,ZMA
OHIO VALLEY TO FLORIDA 2,CZY HOCKE ROD FLM J43 VXV WIGVO BAAMF.DADES2 KPIE,,,CZY,KPIE,TPA,ZMA
OHIO VALLEY TO FLORIDA 2,CZY HOCKE ROD FLM J43 VXV WIGVO KYYUU.LUBBR3 KSRQ,,,CZY,KSRQ,TPA,ZMA
OHIO VALLEY TO FLORIDA 2,CZY HOCKE ROD FLM J43 VXV WIGVO BAAMF.DADES2 KTPA,,,CZY,KTPA,TPA,ZMA
OHIO VALLEY TO FLORIDA 2,KMDW EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO WHYYT.GRNCH5 KMCO,KMDW,C90,ZAU,KMCO,F11,ZJX
OHIO VALLEY TO FLORIDA 2,KMDW EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO KYLEG.TTHOR3 KSFB,KMDW,C90,ZAU,KSFB,F11,ZJX
OHIO VALLEY TO FLORIDA 2,KORD EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO WHYYT.GRNCH5 KMCO,KORD,C90,ZAU,KMCO,F11,ZJX
OHIO VALLEY TO FLORIDA 2,KORD EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO KYLEG.TTHOR3 KSFB,KORD,C90,ZAU,KSFB,F11,ZJX
OHIO VALLEY TO FLORIDA 2,ZAU VHP FLM J43 VXV WIGVO WHYYT.GRNCH5 KMCO,,,ZAU,KMCO,F11,ZJX
OHIO VALLEY TO FLORIDA 2,ZAU VHP FLM J43 VXV WIGVO KYLEG.TTHOR3 KSFB,,,ZAU,KSFB,F11,ZJX
OHIO VALLEY TO FLORIDA 2,KMDW EARND ELANR EMMLY ETAME EMEGE FLM HMV QUIWE FISHO Q93 PRMUS.CUUDA3 KFLL,KMDW,C90,ZAU,KFLL,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,KMDW EARND ELANR EMMLY ETAME EMEGE FLM HMV QUIWE FISHO Q93 KENLL.CPTAN3 KFXE,KMDW,C90,ZAU,KFXE,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,KMDW EARND ELANR EMMLY ETAME EMEGE FLM HMV QUIWE FISHO Q93 DEBRL.CSTAL3 KMIA,KMDW,C90,ZAU,KMIA,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,KMDW EARND ELANR EMMLY ETAME EMEGE FLM HMV QUIWE FISHO Q93 PRMUS.CUUDA3 KOPF,KMDW,C90,ZAU,KOPF,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,KMDW EARND ELANR EMMLY ETAME EMEGE FLM HMV QUIWE FISHO Q93 DEBRL.CSTAL3 KTMB,KMDW,C90,ZAU,KTMB,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,KORD EARND ELANR EMMLY ETAME EMEGE FLM HMV QUIWE FISHO Q93 PRMUS.CUUDA3 KFLL,KORD,C90,ZAU,KFLL,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,KORD EARND ELANR EMMLY ETAME EMEGE FLM HMV QUIWE FISHO Q93 KENLL.CPTAN3 KFXE,KORD,C90,ZAU,KFXE,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,KORD EARND ELANR EMMLY ETAME EMEGE FLM HMV QUIWE FISHO Q93 DEBRL.CSTAL3 KMIA,KORD,C90,ZAU,KMIA,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,KORD EARND ELANR EMMLY ETAME EMEGE FLM HMV QUIWE FISHO Q93 PRMUS.CUUDA3 KOPF,KORD,C90,ZAU,KOPF,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,KORD EARND ELANR EMMLY ETAME EMEGE FLM HMV QUIWE FISHO Q93 DEBRL.CSTAL3 KTMB,KORD,C90,ZAU,KTMB,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,KMDW EARND ELANR EMMLY ETAME EMEGE FLM HMV QUIWE FISHO Q93 KENLL.CPTAN3 KBCT,KMDW,C90,ZAU,KBCT,PBI,ZMA
OHIO VALLEY TO FLORIDA 2,KMDW EARND ELANR EMMLY ETAME EMEGE FLM HMV QUIWE FISHO Q93 KENLL.CPTAN3 KPBI,KMDW,C90,ZAU,KPBI,PBI,ZMA
OHIO VALLEY TO FLORIDA 2,KORD EARND ELANR EMMLY ETAME EMEGE FLM HMV QUIWE FISHO Q93 KENLL.CPTAN3 KBCT,KORD,C90,ZAU,KBCT,PBI,ZMA
OHIO VALLEY TO FLORIDA 2,KORD EARND ELANR EMMLY ETAME EMEGE FLM HMV QUIWE FISHO Q93 KENLL.CPTAN3 KPBI,KORD,C90,ZAU,KPBI,PBI,ZMA
OHIO VALLEY TO FLORIDA 2,KMDW EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO CYNTA.SHFTY6 KAPF,KMDW,C90,ZAU,KAPF,RSW,ZMA
OHIO VALLEY TO FLORIDA 2,KMDW EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO CYNTA.SHFTY6 KFMY,KMDW,C90,ZAU,KFMY,RSW,ZMA
OHIO VALLEY TO FLORIDA 2,KMDW EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO CYNTA.SHFTY6 KMKY,KMDW,C90,ZAU,KMKY,RSW,ZMA
OHIO VALLEY TO FLORIDA 2,KMDW EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO CYNTA.SHFTY6 KRSW,KMDW,C90,ZAU,KRSW,RSW,ZMA
OHIO VALLEY TO FLORIDA 2,KORD EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO CYNTA.SHFTY6 KAPF,KORD,C90,ZAU,KAPF,RSW,ZMA
OHIO VALLEY TO FLORIDA 2,KORD EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO CYNTA.SHFTY6 KFMY,KORD,C90,ZAU,KFMY,RSW,ZMA
OHIO VALLEY TO FLORIDA 2,KORD EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO CYNTA.SHFTY6 KMKY,KORD,C90,ZAU,KMKY,RSW,ZMA
OHIO VALLEY TO FLORIDA 2,KORD EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO CYNTA.SHFTY6 KRSW,KORD,C90,ZAU,KRSW,RSW,ZMA
OHIO VALLEY TO FLORIDA 2,KMDW EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO BAAMF.DADES2 KPIE,KMDW,C90,ZAU,KPIE,TPA,ZMA
OHIO VALLEY TO FLORIDA 2,KMDW EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO KYYUU.LUBBR3 KSRQ,KMDW,C90,ZAU,KSRQ,TPA,ZMA
OHIO VALLEY TO FLORIDA 2,KMDW EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO BAAMF.DADES2 KTPA,KMDW,C90,ZAU,KTPA,TPA,ZMA
OHIO VALLEY TO FLORIDA 2,KORD EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO BAAMF.DADES2 KPIE,KORD,C90,ZAU,KPIE,TPA,ZMA
OHIO VALLEY TO FLORIDA 2,KORD EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO KYYUU.LUBBR3 KSRQ,KORD,C90,ZAU,KSRQ,TPA,ZMA
OHIO VALLEY TO FLORIDA 2,KORD EARND ELANR EMMLY ETAME EMEGE FLM J43 VXV WIGVO BAAMF.DADES2 KTPA,KORD,C90,ZAU,KTPA,TPA,ZMA
OHIO VALLEY TO FLORIDA 2,ZAU VHP FLM HMV QUIWE FISHO Q93 PRMUS.CUUDA3 KFLL,,,ZAU,KFLL,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,ZAU VHP FLM HMV QUIWE FISHO Q93 KENLL.CPTAN3 KFXE,,,ZAU,KFXE,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,ZAU VHP FLM HMV QUIWE FISHO Q93 DEBRL.CSTAL3 KMIA,,,ZAU,KMIA,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,ZAU VHP FLM HMV QUIWE FISHO Q93 PRMUS.CUUDA3 KOPF,,,ZAU,KOPF,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,ZAU VHP FLM HMV QUIWE FISHO Q93 DEBRL.CSTAL3 KTMB,,,ZAU,KTMB,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,ZAU VHP FLM HMV QUIWE FISHO Q93 KENLL.CPTAN3 KBCT,,,ZAU,KBCT,PBI,ZMA
OHIO VALLEY TO FLORIDA 2,ZAU VHP FLM HMV QUIWE FISHO Q93 KENLL.CPTAN3 KPBI,,,ZAU,KPBI,PBI,ZMA
OHIO VALLEY TO FLORIDA 2,ZAU VHP FLM J43 VXV WIGVO CYNTA.SHFTY6 KAPF,,,ZAU,KAPF,RSW,ZMA
OHIO VALLEY TO FLORIDA 2,ZAU VHP FLM J43 VXV WIGVO CYNTA.SHFTY6 KFMY,,,ZAU,KFMY,RSW,ZMA
OHIO VALLEY TO FLORIDA 2,ZAU VHP FLM J43 VXV WIGVO CYNTA.SHFTY6 KMKY,,,ZAU,KMKY,RSW,ZMA
OHIO VALLEY TO FLORIDA 2,ZAU VHP FLM J43 VXV WIGVO CYNTA.SHFTY6 KRSW,,,ZAU,KRSW,RSW,ZMA
OHIO VALLEY TO FLORIDA 2,ZAU VHP FLM J43 VXV WIGVO BAAMF.DADES2 KPIE,,,ZAU,KPIE,TPA,ZMA
OHIO VALLEY TO FLORIDA 2,ZAU VHP FLM J43 VXV WIGVO KYYUU.LUBBR3 KSRQ,,,ZAU,KSRQ,TPA,ZMA
OHIO VALLEY TO FLORIDA 2,ZAU VHP FLM J43 VXV WIGVO BAAMF.DADES2 KTPA,,,ZAU,KTPA,TPA,ZMA
OHIO VALLEY TO FLORIDA 2,ZID FLM J43 VXV WIGVO WHYYT.GRNCH5 KMCO,,,ZID,KMCO,F11,ZJX
OHIO VALLEY TO FLORIDA 2,ZID FLM J43 VXV WIGVO KYLEG.TTHOR3 KSFB,,,ZID,KSFB,F11,ZJX
OHIO VALLEY TO FLORIDA 2,ZID FLM HMV QUIWE FISHO Q93 PRMUS.CUUDA3 KFLL,,,ZID,KFLL,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,ZID FLM HMV QUIWE FISHO Q93 KENLL.CPTAN3 KFXE,,,ZID,KFXE,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,ZID FLM HMV QUIWE FISHO Q93 DEBRL.CSTAL3 KMIA,,,ZID,KMIA,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,ZID FLM HMV QUIWE FISHO Q93 PRMUS.CUUDA3 KOPF,,,ZID,KOPF,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,ZID FLM HMV QUIWE FISHO Q93 DEBRL.CSTAL3 KTMB,,,ZID,KTMB,MIA,ZMA
OHIO VALLEY TO FLORIDA 2,ZID FLM HMV QUIWE FISHO Q93 KENLL.CPTAN3 KBCT,,,ZID,KBCT,PBI,ZMA
OHIO VALLEY TO FLORIDA 2,ZID FLM HMV QUIWE FISHO Q93 KENLL.CPTAN3 KPBI,,,ZID,KPBI,PBI,ZMA
OHIO VALLEY TO FLORIDA 2,ZID FLM J43 VXV WIGVO CYNTA.SHFTY6 KAPF,,,ZID,KAPF,RSW,ZMA
OHIO VALLEY TO FLORIDA 2,ZID FLM J43 VXV WIGVO CYNTA.SHFTY6 KFMY,,,ZID,KFMY,RSW,ZMA
